NAME,ADDRESS,CITY,STATE,ZIP,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE
KEAN UNIVERSITY,1000 MORRIS AVENUE,UNION,NJ,7083,16228,UNION,34039,USA,40.67942883,-74.23466832
JFK MUHLENBERG HAROLD B & DOROTHY A SNYDER SCHOOLS-SCHOOL OF IMAGING,PARK AVE & RANDOLPH RD,PLAINFIELD,NJ,7061,58,UNION,34039,USA,40.60712029,-74.40488062
NEW JERSEY INSTITUTE OF TECHNOLOGY,UNIVERSITY HEIGHTS,NEWARK,NJ,7102,13239,ESSEX,34013,USA,40.741997,-74.177113
SAINT PETER'S UNIVERSITY,2641 KENNEDY BLVD,JERSEY CITY,NJ,7306,4129,HUDSON,34017,USA,40.727105,-74.071541
ST BONAVENTURE UNIVERSITY,3261 W. STATE ROAD,SAINT BONAVENTURE,NY,14778,2623,CATTARAUGUS,36009,USA,42.080162,-78.482995
ST JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH CENTER,206 PROSPECT AVE,SYRACUSE,NY,13203,351,ONONDAGA,36067,USA,43.05535537,-76.1483547
THE COLLEGE OF SAINT ROSE,432 WESTERN AVE,ALBANY,NY,12203,4658,ALBANY,36001,USA,42.66407389,-73.78561507
SUNY COLLEGE OF TECHNOLOGY AT CANTON,34 CORNELL DRIVE,CANTON,NY,13617,3735,ST. LAWRENCE,36089,USA,44.60599447,-75.18477657
FARMINGDALE STATE COLLEGE,2350 BROADHOLLOW ROAD,FARMINGDALE,NY,11735,11000,SUFFOLK,36103,USA,40.75407973,-73.42637081
SUNY POLYTECHNIC INSTITUTE,100 SEYMOUR RD,UTICA,NY,13502,3458,ONEIDA,36065,USA,43.137701,-75.229841
SUNY CORTLAND,MILLER BUILDING,CORTLAND,NY,13045,8215,CORTLAND,36023,USA,42.597308,-76.191855
TORAH TEMIMAH TALMUDICAL SEMINARY,507 OCEAN PKY,BROOKLYN,NY,11218,81,KINGS,36047,USA,40.63550871,-73.97197336
HERITAGE BIBLE COLLEGE,1747 BUD HAWKINS ROAD,DUNN,NC,28334,59,HARNETT,37085,USA,35.26827844,-78.61267685
JAMES SPRUNT COMMUNITY COLLEGE,133 JAMES SPRUNT DRIVE,KENANSVILLE,NC,28349,1579,DUPLIN,37061,USA,34.946802,-77.977639
LEONS BEAUTY SCHOOL INC,1305 COLISEUM BLVD,GREENSBORO,NC,27403,195,GUILFORD,37081,USA,36.05764611,-79.82279996
MERCY SCHOOL OF NURSING,1200 BLYTHE BLVD.,CHARLOTTE,NC,28203,-999,MECKLENBURG,37119,USA,35.210241,-80.821052
MONTGOMERY COMMUNITY COLLEGE,1011 PAGE ST,TROY,NC,27371,1176,MONTGOMERY,37123,USA,35.36710677,-79.87000492
PFEIFFER UNIVERSITY,48380 US HWY 52N,MISENHEIMER,NC,28109,1573,STANLY,37167,USA,35.484696,-80.283168
QUEENS UNIVERSITY OF CHARLOTTE,1900 SELWYN AVE,CHARLOTTE,NC,28274,3081,MECKLENBURG,37119,USA,35.18892887,-80.83222728
RICHMOND COMMUNITY COLLEGE,1042 W HAMLET AVE,HAMLET,NC,28345,2899,RICHMOND,37153,USA,34.90318161,-79.71016366
ROCKINGHAM COMMUNITY COLLEGE,215 WRENN MEMORIAL ROAD,WENTWORTH,NC,27375,2295,ROCKINGHAM,37157,USA,36.388685,-79.75835
ROWAN-CABARRUS COMMUNITY COLLEGE,"1333 JAKE ALEXANDER BLVD, SOUTH",SALISBURY,NC,28146,6737,ROWAN,37159,USA,35.639388,-80.48181
SALEM COLLEGE,601 S CHURCH ST,WINSTON-SALEM,NC,27101,1245,FORSYTH,37067,USA,36.08751563,-80.24118587
SAMPSON COMMUNITY COLLEGE,HIGHWAY 24 WEST,CLINTON,NC,28328,1733,SAMPSON,37163,USA,34.99086,-78.361136
SANDHILLS COMMUNITY COLLEGE,3395 AIRPORT RD,PINEHURST,NC,28374,4947,MOORE,37125,USA,35.22114488,-79.40779105
PAUL MITCHELL THE SCHOOL-FAYETTEVILLE,505A CROSS CREEK MALL,FAYETTEVILLE,NC,28303,177,CUMBERLAND,37051,USA,35.069985,-78.957561
WAKE FOREST UNIVERSITY,1834 WAKE FOREST ROAD,WINSTON-SALEM,NC,27106,14893,FORSYTH,37067,USA,36.13209825,-80.27794276
RASMUSSEN COLLEGE-NORTH DAKOTA,4012 19TH AVENUE SW,FARGO,ND,58103,587,CASS,38017,USA,46.84836207,-96.84871542
NUETA HIDATSA SAHNISH COLLEGE,220 COLLEGE DRIVE,NEW TOWN,ND,58763,313,MOUNTRAIL,38061,USA,47.983311,-102.472814
JOSEF'S SCHOOL OF HAIR DESIGN INC-GRAND FORKS,2011 SOUTH WASHINGTON ST,GRAND FORKS,ND,58201,47,GRAND FORKS,38035,USA,47.90046894,-97.04428847
HEADQUARTERS ACADEMY OF HAIR DESIGN INC,108 S MAIN ST,MINOT,ND,58701,47,WARD,38101,USA,48.23523966,-101.2934018
GOOD SAMARITAN COLLEGE OF NURSING AND HEALTH SCIENCE,375 DIXMYTH AVE,CINCINNATI,OH,45220,464,HAMILTON,39061,USA,39.1403476,-84.52119562
ROSS MEDICAL EDUCATION CENTER-CINCINNATI,"11590 CENTURY BOULEVARD, SUITE 210",CINCINNATI,OH,45246,114,HAMILTON,39061,USA,39.28583156,-84.45292514
ITT TECHNICAL INSTITUTE-DAYTON,3325 STOP EIGHT RD,DAYTON,OH,45414,-999,MONTGOMERY,39113,USA,39.83567062,-84.18738891
KETTERING COLLEGE,3737 SOUTHERN BLVD,KETTERING,OH,45429,973,MONTGOMERY,39113,USA,39.69505226,-84.19200607
MOUNT CARMEL COLLEGE OF NURSING,127 SO.  DAVIS AVE,COLUMBUS,OH,43222,1228,FRANKLIN,39049,USA,39.95724195,-83.02018409
NATIONAL BEAUTY COLLEGE,4642 CLEVELAND AVE NW,CANTON,OH,44709,119,STARK,39151,USA,40.84949317,-81.39227792
BRIGHTWOOD COLLEGE-DAYTON,2800 EAST RIVER ROAD,DAYTON,OH,45439,314,MONTGOMERY,39113,USA,39.71419023,-84.22538479
UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,CARR 106 KM 2.2 INT,MAYAGUEZ,PR,680,1486,MAYAGÜEZ,72097,PRI,18.205329,-67.112632
PLATT COLLEGE-SAN DIEGO,6250 EL CAJON BLVD,SAN DIEGO,CA,92115,224,SAN DIEGO,6073,USA,32.76372957,-117.063483
PORTERVILLE COLLEGE,100 E COLLEGE AVE,PORTERVILLE,CA,93257,4294,TULARE,6107,USA,36.04925597,-119.014368
SANTA ANA COLLEGE,1530 W. 17TH STREET,SANTA ANA,CA,92706,29364,ORANGE,6059,USA,33.75920274,-117.8883842
ARGOSY UNIVERSITY-SAN FRANCISCO BAY AREA,1005 ATLANTIC AVENUE,ALAMEDA,CA,94501,329,ALAMEDA,6001,USA,37.78123769,-122.2675233
ROSEMEAD BEAUTY SCHOOL,8531 E VALLEY BLVD,ROSEMEAD,CA,91770,359,LOS ANGELES,6037,USA,34.08075554,-118.0827932
SACRAMENTO CITY COLLEGE,3835 FREEPORT BLVD,SACRAMENTO,CA,95822,22399,SACRAMENTO,6067,USA,38.54201149,-121.4901038
DIVERS ACADEMY INTERNATIONAL,"LAKESIDE BUSINESS PARK, 1500 LIBERTY PLACE",ERIAL,NJ,8081,63,CAMDEN,34007,USA,39.747926,-75.000877
CAROLINA CHRISTIAN COLLEGE,4209 INDIANA AVENUE,WINSTON SALEM,NC,27105,56,FORSYTH,37067,USA,36.14617303,-80.25620774
ATLANTIC UNIVERSITY COLLEGE,COLTON ST. # 9,GUAYNABO,PR,970,1782,GUAYNABO,72061,PRI,18.357395,-66.111714
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-PONCE,2250 BOULEVARD LUIS A. FERRE AGUAYO SUITE 608,PONCE,PR,717,8295,PONCE,72113,PRI,18.00165001,-66.61713803
COLEGIO UNIVERSITARIO DE SAN JUAN,180 JOSE OLIVER ST TRES MONJITAS  IND. PARK,SAN JUAN,PR,918,1757,SAN JUAN,72127,PRI,18.42852797,-66.06652882
EDP UNIVERSITY OF PUERTO RICO INC-SAN SEBASTIAN,BETANCES # 49,SAN SEBASTIAN,PR,685,1189,SAN SEBASTIÁN,72131,PRI,18.334858,-66.990909
EMMA'S BEAUTY ACADEMY-MAYAGUEZ,CALLE MUNOZ RIVERA 9 OESTE,MAYAGUEZ,PR,680,395,MAYAGÜEZ,72097,PRI,18.199825,-67.140997
INTER AMERICAN UNIVERSITY OF PUERTO RICO-AGUADILLA,"CARR. 459 INT. 463, BARRIO CORRALES SECTOR CALERO",AGUADILLA,PR,603,4615,AGUADILLA,72005,PRI,18.467886,-67.121671
INTER AMERICAN UNIVERSITY OF PUERTO RICO-ARECIBO,"HWY 2 KM 80.4, BO SAN DANIEL SECTOR LAS CANELAS",ARECIBO,PR,614,4785,ARECIBO,72013,PRI,18.47509,-66.75901
INTER AMERICAN UNIVERSITY OF PUERTO RICO-BARRANQUITAS,BO HELECHAL HIGHWAY 156 INTERSECTION 719,BARRANQUITAS,PR,794,2118,BARRANQUITAS,72019,PRI,18.182702,-66.303314
INTER AMERICAN UNIVERSITY OF PUERTO RICO-METRO,HIGHWAY #1 KM 16 3 CORNER FRANCISCO SEIN ST,SAN JUAN,PR,919,9593,SAN JUAN,72127,PRI,18.368988,-66.077711
INTER AMERICAN UNIVERSITY OF PUERTO RICO-PONCE,104 TURPEAUX INDUSTRIAL PARK RD1,MERCEDITA,PR,715,5702,PONCE,72113,PRI,18.007388,-66.578498
INTER AMERICAN UNIVERSITY OF PUERTO RICO-CENTRAL OFFICE,URB JARDINES METROPOLITANOS CALLE GALILEO FINAL,SAN JUAN,PR,928,251,SAN JUAN,72127,PRI,18.404214,-66.069599
INTERNATIONAL TECHNICAL COLLEGE,104 LOAIZA CORDERO ST,SAN JUAN,PR,918,120,SAN JUAN,72127,PRI,18.41699874,-66.05731166
LICEO DE ARTE Y TECNOLOGIA,405 PONCE DE LEON AVE.,SAN JUAN,PR,917,1183,SAN JUAN,72127,PRI,18.42101289,-66.05642111
ANTIOCH UNIVERSITY-LOS ANGELES,400 CORPORATE POINTE,CULVER CITY,CA,90230,1073,LOS ANGELES,6037,USA,33.98853274,-118.3844585
ANTIOCH UNIVERSITY-SANTA BARBARA,602 ANACAPA STREET,SANTA BARBARA,CA,93101,435,SANTA BARBARA,6083,USA,34.419197,-119.695787
ANTIOCH UNIVERSITY-SEATTLE,2326 6TH AVE,SEATTLE,WA,98121,746,KING,53033,USA,47.61719071,-122.3425115
CARIBBEAN UNIVERSITY-VEGA BAJA,"CARR 671 K.M. 5, SECTOR EL CRIOLLO, BO. ALGARROBO",VEGA BAJA,PR,964,336,VEGA BAJA,72145,PRI,18.444882,-66.403121
LOS ANGELES ORT COLLEGE-LOS ANGELES CAMPUS,6435 WILSHIRE BOULEVARD,LOS ANGELES,CA,90048,207,LOS ANGELES,6037,USA,34.06418057,-118.3695638
THANH LE COLLEGE SCHOOL OF COSMETOLOGY,12875 CHAPMAN AVE,GARDEN GROVE,CA,92840,50,ORANGE,6059,USA,33.78971278,-117.9083065
ITT TECHNICAL INSTITUTE-ALBUQUERQUE,5100 MASTHEAD N.E.,ALBUQUERQUE,NM,87109,-999,BERNALILLO,35001,USA,35.16390463,-106.5902196
REMINGTON COLLEGE-HONOLULU CAMPUS,1111 BISHOP ST STE 400,HONOLULU,HI,96813,333,HONOLULU,15003,USA,21.30927284,-157.8600226
VIRGINIA COLLEGE-PENSACOLA,19 W GARDEN ST,PENSACOLA,FL,32502,363,ESCAMBIA,12033,USA,30.41243783,-87.21613062
EVEREST UNIVERSITY-SOUTH ORLANDO,9200 SOUTPARK CENTER LOOP,TAMPA,FL,33610,758,ORANGE,12095,USA,28.4347016,-81.42694213
P&A SCHOLARS BEAUTY SCHOOL,12001 GRANDRIVER AVENUE,DETROIT,MI,48204,368,WAYNE,26163,USA,42.37609109,-83.15787788
"SCHOOL OF PROFESSIONAL HORTICULTURE, NEW YORK BOTANICAL GARDEN",2900 SOUTHERN BLVD.,BRONX,NY,10458,49,BRONX,36005,USA,40.863936,-73.881955
INTER AMERICAN UNIVERSITY OF PUERTO RICO-SCHOOL OF OPTOMETRY,500 JOHN WILL HARRIS AVENUE,BAYAMON,PR,957,310,BAYAMÓN,72021,PRI,18.35226,-66.182742
YORK COUNTY SCHOOL OF TECHNOLOGY-ADULT & CONTINUING EDUCATION,2179 S QUEEN ST,YORK,PA,17402,172,YORK,42133,USA,39.92988693,-76.68544901
CHESTER COUNTY INTERMEDIATE UNIT,443 BOOT ROAD,DOWNINGTOWN,PA,19335,118,CHESTER,42029,USA,40.005702,-75.679814
JEFFERSON COUNTY DUBOIS AREA VOCATIONAL TECHNICAL PRACTICAL NURSING PROGRAM,576 VO-TECH ROAD,REYNOLDSVILLE,PA,15851,35,JEFFERSON,42065,USA,41.10957262,-78.8925317
MIFFLIN COUNTY ACADEMY OF SCIENCE AND TECHNOLOGY,700 PITT ST,LEWISTOWN,PA,17044,45,MIFFLIN,42087,USA,40.6053214,-77.55409163
ARGOSY UNIVERSITY-SCHAUMBURG,"999 NORTH PLAZA DR., SUITE 111",SCHAUMBURG,IL,60173,226,COOK,17031,USA,42.04673913,-88.04208285
INDIAN CAPITAL TECHNOLOGY CENTER-SALLISAW,401 HOUSER INDUSTRIAL BLVD.,SALLISAW,OK,74955,204,SEQUOYAH,40135,USA,35.44641852,-94.79343631
COLLEGE OF THE MARSHALL ISLANDS,OCEANSIDE ULIGA - PO BOX 1258,MAJURO,MH,96960,1251,NOT AVAILABLE,NOT AVAILABLE,MHL,7.10274,171.378442
PROVO COLLEGE,1450 W 820 N,PROVO,UT,84601,574,UTAH,49049,USA,40.24529433,-111.6843095
COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,1441 YORK ST STE 302,DENVER,CO,80206,171,DENVER,8031,USA,39.7394374,-104.9601179
MASSAGE THERAPY INSTITUTE OF COLORADO,1441 YORK ST STE 301,DENVER,CO,80206,95,DENVER,8031,USA,39.73943073,-104.9600302
FAUST INSTITUTE OF COSMETOLOGY-SPIRIT LAKE,1543 18TH STREET,SPIRIT LAKE,IA,51360,16,DICKINSON,19059,USA,43.42179539,-95.11345667
ROYALE COLLEGE OF BEAUTY AND BARBERING,27485 COMMERCE CENTER DR,TEMECULA,CA,92590,79,RIVERSIDE,6065,USA,33.515476,-117.164541
GREATER LOWELL TECHNICAL SCHOOL,250 PAWTUCKET BLVD,TYNGSBORO,MA,1879,100,MIDDLESEX,25017,USA,42.65391701,-71.38618039
L T INTERNATIONAL BEAUTY SCHOOL,830 NORTH BROAD STREET,PHILADELPHIA,PA,19130,-999,PHILADELPHIA,42101,USA,39.96882627,-75.16036833
HAIRITAGE HAIR ACADEMY,1487 S SILICON WAY STE #A3,SAINT GEORGE,UT,84770,54,WASHINGTON,49053,USA,37.083493,-113.606419
ARIZONA COLLEGE-GLENDALE,4425 W OLIVE AVENUE SUITE 300,GLENDALE,AZ,85302,591,MARICOPA,4013,USA,33.56636021,-112.1542327
VANGUARD-SENTINEL ADULT CAREER AND TECHNOLOGY CENTER,1306 CEDAR ST,FREMONT,OH,43420,46,SANDUSKY,39143,USA,41.3651168,-83.12788112
GWINNETT COLLEGE-SANDY SPRINGS,6690 ROSWELL ROAD NE  STE. 2200,SANDY SPRINGS,GA,30328,140,FULTON,13121,USA,33.93750242,-84.38126813
ITT TECHNICAL INSTITUTE-WEBSTER,1001 MAGNOLIA AVE,WEBSTER,TX,77598,-999,HARRIS,48201,USA,29.52511406,-95.12131444
CET-ALEXANDRIA,"6295 EDSALL RD, PLAZA 500, STE. 220",ALEXANDRIA,VA,22312,126,FAIRFAX,51059,USA,38.80271014,-77.1426398
AVIATION INSTITUTE OF MAINTENANCE-CHESAPEAKE,2211 S MILITARY HWY,CHESAPEAKE,VA,23320,218,CHESAPEAKE,51550,USA,36.77851808,-76.26867023
CENTURA COLLEGE-RICHMOND MAIN,7914 MIDLOTHIAN TURNPIKE,RICHMOND,VA,23235,122,CHESTERFIELD,51041,USA,37.4989583,-77.54333934
GREEN COUNTRY TECHNOLOGY CENTER,1100 NORTH LOOP 56,OKMULGEE,OK,74447,361,OKMULGEE,40111,USA,35.632969,-95.936416
NOVA COLLEGE DE PUERTO RICO,#137 DR. VEVE STREET,BAYAMON,PR,960,241,BAYAMÓN,72021,PRI,18.398358,-66.160559
PLATT COLLEGE-LAWTON,111 S.W. C AVE.,LAWTON,OK,73501,250,COMANCHE,40031,USA,34.60674621,-98.40371402
OTTAWA UNIVERSITY-MILWAUKEE,"245 SOUTH EXECUTIVE DRIVE, SUITE 110",BROOKFIELD,WI,53005,239,WAUKESHA,55133,USA,43.02962979,-88.11518527
THE ILLINOIS INSTITUTE OF ART-SCHAUMBURG,"1000 PLAZA DRIVE, STE. 100",SCHAUMBURG,IL,60173,458,COOK,17031,USA,42.04574853,-88.04387088
EMPIRE BEAUTY SCHOOL-BORDENTOWN,610 RT 206,BORDENTOWN,NJ,8505,101,BURLINGTON,34005,USA,40.17397082,-74.70249451
EMPIRE BEAUTY SCHOOL-MONROEVILLE,"THE PLAZA, 320 MALL BLVD",MONROEVILLE,PA,15146,130,ALLEGHENY,42003,USA,40.434267,-79.78570308
SOUTHERN CAREERS INSTITUTE-SAN ANTONIO,"238 SW MILITARY DRIVE, SUITE 101",SAN ANTONIO,TX,78221,452,BEXAR,48029,USA,29.35577921,-98.49424542
ITT TECHNICAL INSTITUTE-HIALEAH,"5901 NW 183RD STREET, SUITE 100",HIALEAH,FL,33015,-999,MIAMI-DADE,12086,USA,25.94018,-80.296001
ITT TECHNICAL INSTITUTE-HARRISBURG,"449 EISENHOWER BLVD, SUITE 100",HARRISBURG,PA,17111,-999,DAUPHIN,42043,USA,40.25146236,-76.81489316
PRISM CAREER INSTITUTE-WEST ATLANTIC CITY,8025 BLACK HORSE PIKE BAYPORT ONE SUITE 250,WEST  ATLANTIC CITY,NJ,8232,98,ATLANTIC,34001,USA,39.37728834,-74.4931124
EVEREST INSTITUTE-MARIETTA,"1600 TERRELL MILL ROAD, SUITE 200",MARIETTA,GA,30067,-999,COBB,13067,USA,33.91315812,-84.48176492
FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,7100 LAKE ELLENOR DR,ORLANDO,FL,32809,145,ORANGE,12095,USA,28.46359037,-81.40175715
BLESSING HOSPITAL SCHOOL OF MEDICAL LABORATORY TECHNOLOGY,BROADWAY AT 11TH ST,QUINCY,IL,62305,7,ADAMS,17001,USA,39.9360921,-91.39864633
LINCOLN COLLEGE OF TECHNOLOGY-MARIETTA,2359 WINDY HILL ROAD,MARIETTA,GA,30067,326,COBB,13067,USA,33.90461863,-84.4839433
ACADEMY OF HAIR DESIGN-LUFKIN,512 S CHESTNUT,LUFKIN,TX,75904,96,ANGELINA,48005,USA,31.33183715,-94.71853711
ACADEMY OF HAIR DESIGN-BEAUMONT,"3141 COLLEGE, SUITE A-10",BEAUMONT,TX,77701,71,JEFFERSON,48245,USA,30.068432,-94.121696
NEW PROFESSIONS TECHNICAL INSTITUTE,4000 W.  FLAGLER ST.,MIAMI,FL,33134,102,MIAMI-DADE,12086,USA,25.77148808,-80.26187321
STRAND COLLEGE OF HAIR DESIGN,423 79TH AVE N,MYRTLE BEACH,SC,29572,80,HORRY,45051,USA,33.74785045,-78.8156524
ILISAGVIK COLLEGE,NARL FACILITY,BARROW,AK,99723,258,NORTH SLOPE,2185,USA,71.324702,-156.679486
CENTURA COLLEGE-NORTH CHARLESTON,8088 RIVERS AVE,CHARLSTON,SC,29406,-999,CHARLESTON,45019,USA,32.95366247,-80.04120648
CREATIVE IMAGES INSTITUTE OF COSMETOLOGY-NORTH DAYTON,7535 POE AVENUE,DAYTON,OH,45414,212,MONTGOMERY,39113,USA,39.85599165,-84.18840728
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-SHREVEPORT,1501 KINGS HWY,SHREVEPORT,LA,71103,2028,CADDO,22017,USA,32.48101895,-93.76080986
CENTRAL CAREER INSTITUTE LLC,126 CORPORATE BLVD,SOUTH PLAINFIELD,NJ,7080,181,MIDDLESEX,34023,USA,40.54781495,-74.42120365
MONTESSORI INSTITUTE OF MILWAUKEE,621 S. 4TH STREET,MILWAUKEE,WI,53204,26,MILWAUKEE,55079,USA,43.02477,-87.91575
HAIR ACADEMY II,"IVERSON MALL, 3705 BRANCH AVENUE, LOWER LEVEL",HILLCREST HEIGHTS,MD,20748,252,PRINCE GEORGE'S,24033,USA,38.8355964,-76.93929234
PRYOR BEAUTY COLLEGE,330 W GRAHAM,PRYOR,OK,74361,14,MAYES,40097,USA,36.30956261,-95.32293154
ARGOSY UNIVERSITY-PHOENIX,2233 WEST DUNLAP AVENUE,PHOENIX,AZ,85021,509,MARICOPA,4013,USA,33.56690014,-112.1074548
MR LEON'S SCHOOL OF HAIR DESIGN-LEWISTON,205 10TH ST,LEWISTON,ID,83501,22,NEZ PERCE,16069,USA,46.41800375,-117.0204605
SOUTHWEST ACUPUNCTURE COLLEGE-BOULDER,6630 GUNPARK DR SUITE 200,BOULDER,CO,80301,106,BOULDER,8013,USA,40.06944349,-105.1994708
THE COLLEGE OF HEALTH CARE PROFESSIONS-AUSTIN,6330 E. HIGHWAY 290 SUITE 180,AUSTIN,TX,78723,410,TRAVIS,48453,USA,30.32946175,-97.71366171
DALLAS NURSING INSTITUTE,12170 N. ABRAMS ROAD SUITE 200,DALLAS,TX,75243,220,DALLAS,48113,USA,32.91379969,-96.73487801
CHESTER CAREER COLLEGE,751 WEST HUNDRED ROAD,CHESTER,VA,23836,248,CHESTERFIELD,51041,USA,37.348882,-77.374112
MILAN INSTITUTE-SAN ANTONIO INGRAM,6804 INGRAM ROAD,SAN ANTONIO,TX,78238,246,BEXAR,48029,USA,29.47272285,-98.61522391
RUDAE'S SCHOOL OF BEAUTY CULTURE-FT WAYNE,5317 COLDWATER RD,FORT WAYNE,IN,46825,151,ALLEN,18003,USA,41.12792471,-85.13799754
STEVENS-HENAGER COLLEGE,383 W VINE ST,MURRAY,UT,84123,750,SALT LAKE,49035,USA,40.65962565,-111.9021446
BROOKLINE COLLEGE-TUCSON,"5441 E. 22ND ST, STE.125",TUCSON,AZ,85711,384,PIMA,4019,USA,32.20793221,-110.8763749
AMERICAN INTERCONTINENTAL UNIVERSITY-ATLANTA,"6600 PEACHTREE DUNWOODY ROAD, 500 EMBASSY ROW",ATLANTA,GA,30328,2269,FULTON,13121,USA,33.93612791,-84.35524301
ALTIERUS CAREER COLLEGE-CHESAPEAKE,825 GREENBRIER CIRCLE SUITE 100,CHESAPEAKE,VA,23320,187,CHESAPEAKE,51550,USA,36.79028985,-76.22960628
EVEREST INSTITUTE-GREENSPOINT,255 NORTHPOINT STE 100,HOUSTON,TX,77060,-999,HARRIS,48201,USA,29.93857369,-95.4038197
AVIATION INSTITUTE OF MAINTENANCE-INDIANAPOLIS,7251 W MCCARTY ST,INDIANAPOLIS,IN,46241,161,MARION,18097,USA,39.75306173,-86.28827258
MIDWEST COLLEGE OF ORIENTAL MEDICINE-EVANSTON,1601 N SHERMAN AVE,EVANSTON,IL,60201,95,COOK,17031,USA,42.04734711,-87.68171151
ARGOSY UNIVERSITY-SEATTLE,2601-A ELLIOTT AVENUE,SEATTLE,WA,98121,25,KING,53033,USA,47.61392403,-122.3517341
BRIGHTWOOD COLLEGE-FRIENDSWOOD,3208 FARM TO MARKET 528,FRIENDSWOOD,TX,77546,194,HARRIS,48201,USA,29.523396,-95.162819
PIERCE COLLEGE-PUYALLUP,1601 39TH AVE SE,PUYALLUP,WA,98374,4725,PIERCE,53053,USA,47.15632753,-122.2723651
TEXAS TECH UNIVERSITY SYSTEM ADMINISTRATION,"15TH & AKRON, 317 ADMINISTRATION BUILDING",LUBBOCK,TX,79409,289,LUBBOCK,48303,USA,33.583439,-101.874774
UNIVERSITY OF PHOENIX-OHIO,3401 ENTERPRISE PKWY,BEACHWOOD,OH,44122,52,CUYAHOGA,39035,USA,41.465872,-81.493218
MDT COLLEGE OF HEALTH SCIENCES,325 ALPHA PARK DR,HIGHLAND HEIGHTS,OH,44143,364,CUYAHOGA,39035,USA,41.547556,-81.451108
QUEST COLLEGE,5430 FREDERICKSBURG RD STE 310,SAN ANTONIO,TX,78229,76,BEXAR,48029,USA,29.50745792,-98.56301407
COMMUNITY CARE COLLEGE,4242 SOUTH SHERIDAN,TULSA,OK,74145,650,TULSA,40143,USA,36.10161501,-95.90517824
CROSSROADS BIBLE COLLEGE,601 N SHORTRIDGE RD,INDIANAPOLIS,IN,46219,200,MARION,18097,USA,39.77966156,-86.03996074
FAYETTE BEAUTY ACADEMY,1359 MOUNT ZION ROAD,MORROW,GA,30214,-999,CLAYTON,13063,USA,33.57030508,-84.3458367
HDS TRUCK DRIVING INSTITUTE,6251 S. WILMOT ROAD,TUCSON,AZ,85706,128,PIMA,4019,USA,32.13887049,-110.8564738
PCI COLLEGE,17215 STUDEBAKER RD #310,CERRITOS,CA,90703,99,LOS ANGELES,6037,USA,33.87475043,-118.1001689
ROSEDALE BIBLE COLLEGE,2270 ROSEDALE RD,IRWIN,OH,43029,65,MADISON,39097,USA,40.0777851,-83.45551512
AMERICAN CAREER COLLEGE-LYNWOOD,"3680 E. IMPERIAL HIGHWAY, 5TH FLOOR",LYNWOOD,CA,90262,337,LOS ANGELES,6037,USA,33.93191883,-118.2011816
JACKSONVILLE BEAUTY INSTITUTE,5045 SOUTEL DR STE 80,JACKSONVILLE,FL,32208,-999,DUVAL,12031,USA,30.39844758,-81.7266495
M-DCPS THE ENGLISH CENTER,3501 SW 28 ST.,MIAMI,FL,33133,371,MIAMI-DADE,12086,USA,25.73963149,-80.25170241
FLORIDA EDUCATION INSTITUTE,5818 SW 8TH ST,MIAMI,FL,33144,285,MIAMI-DADE,12086,USA,25.76325024,-80.29049582
NATIONAL GRADUATE SCHOOL OF QUALITY MANAGEMENT,186 JONES ROAD,FALMOUTH,MA,2540,384,BARNSTABLE,25001,USA,41.56183359,-70.61373724
TEXAS COUNTY TECHNICAL COLLEGE,6915 S HWY 63,HOUSTON,MO,65483,71,TEXAS,29215,USA,37.30008286,-91.96342528
AVIATION INSTITUTE OF MAINTENANCE-KANSAS CITY,4100 RAYTOWN ROAD,KANSAS CITY,MO,64129,177,JACKSON,29095,USA,39.04986948,-94.49828902
ORLEANS NIAGARA BOCES-PRACTICAL NURSING PROGRAM,3181 SAUNDERS SETTLEMENT RD,SANBORN,NY,14132,72,NIAGARA,36063,USA,43.14605978,-78.8665368
LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE,5385 MAIN ST,WILLIAMSVILLE,NY,14221,37,ERIE,36029,USA,42.96026632,-78.75809762
OHIO STATE SCHOOL OF COSMETOLOGY-CANAL WINCHESTER,6077 GENDER ROAD,CANAL WINCHESTER,OH,43110,111,FRANKLIN,39049,USA,39.85463146,-82.83034137
PROFESSIONAL SKILLS INSTITUTE,1505 HOLLAND ROAD,MAUMEE,OH,43537,526,LUCAS,39095,USA,41.58414483,-83.67194027
RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-NILES,1324 YOUNGSTOWN WARREN RD,NILES,OH,44446,149,TRUMBULL,39155,USA,41.20452557,-80.73966783
EAST WEST COLLEGE OF THE HEALING ARTS,525 NE OREGON ST,PORTLAND,OR,97232,299,MULTNOMAH,41051,USA,45.52885448,-122.6599629
ITT TECHNICAL INSTITUTE-PORTLAND,9500 NE CASCADES PARKWAY,PORTLAND,OR,97220,-999,MULTNOMAH,41051,USA,45.57506039,-122.5652045
